atlas_id,title,domain,atlas_path,registry_status,disposition,canonical_owner,decision_status,rationale
CON-004,Category Content System,CON,09_CONTENT_ENGINE/CON-004_CATEGORY_CONTENT_SYSTEM.md,pending,MAP_TO_EXISTING,docs/29_CONTENT_ARCHITECTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CON-005,Landing Page System,CON,09_CONTENT_ENGINE/CON-005_LANDING_PAGE_SYSTEM.md,pending,MAP_TO_EXISTING,docs/25_SITE_STRUCTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CON-006,FAQ Generation System,CON,09_CONTENT_ENGINE/CON-006_FAQ_GENERATION_SYSTEM.md,pending,MAP_TO_EXISTING,docs/32_CONTENT_TYPES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CON-007,Content Governance,CON,09_CONTENT_ENGINE/CON-007_CONTENT_GOVERNANCE.md,pending,MAP_TO_EXISTING,docs/29_CONTENT_ARCHITECTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CON-008,Media Standards,CON,09_CONTENT_ENGINE/CON-008_MEDIA_STANDARDS.md,pending,MAP_TO_EXISTING,docs/33_MEDIA_STRATEGY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-001,SEO Engine Architecture,SEO,10_SEO_ENGINE/SEO-001_SEO_ENGINE_ARCHITECTURE.md,pending,MAP_TO_EXISTING,docs/11_SEO_STRATEGY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-002,Keyword and Intent Model,SEO,10_SEO_ENGINE/SEO-002_KEYWORD_AND_INTENT_MODEL.md,pending,MAP_TO_EXISTING,docs/34_SEO_ENTITY_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-003,Title and Meta Generator,SEO,10_SEO_ENGINE/SEO-003_TITLE_AND_META_GENERATOR.md,pending,MAP_TO_EXISTING,docs/11_SEO_STRATEGY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-004,Schema Generator,SEO,10_SEO_ENGINE/SEO-004_SCHEMA_GENERATOR.md,pending,MAP_TO_EXISTING,docs/31_SCHEMA_ORG_STRATEGY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-005,Canonical Rules,SEO,10_SEO_ENGINE/SEO-005_CANONICAL_RULES.md,pending,MAP_TO_EXISTING,docs/26_URL_ARCHITECTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-006,Internal Linking Engine,SEO,10_SEO_ENGINE/SEO-006_INTERNAL_LINKING_ENGINE.md,pending,MAP_TO_EXISTING,docs/28_INTERNAL_LINKING_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-007,Product SEO,SEO,10_SEO_ENGINE/SEO-007_PRODUCT_SEO.md,pending,MAP_TO_EXISTING,repository/data/seo/PIPE_SEO_ENTITY_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-008,Category SEO,SEO,10_SEO_ENGINE/SEO-008_CATEGORY_SEO.md,pending,MAP_TO_EXISTING,docs/34_SEO_ENTITY_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-009,Technical SEO,SEO,10_SEO_ENGINE/SEO-009_TECHNICAL_SEO.md,pending,MAP_TO_EXISTING,docs/11_SEO_STRATEGY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
AIE-001,AI Engine Architecture,AIE,11_AI_ENGINE/AIE-001_AI_ENGINE_ARCHITECTURE.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
AIE-002,AI Context Architecture,AIE,11_AI_ENGINE/AIE-002_AI_CONTEXT_ARCHITECTURE.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
AIE-003,Prompt Architecture,AIE,11_AI_ENGINE/AIE-003_PROMPT_ARCHITECTURE.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
AIE-004,RAG and Retrieval,AIE,11_AI_ENGINE/AIE-004_RAG_AND_RETRIEVAL.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
AIE-005,AI Content Generation,AIE,11_AI_ENGINE/AIE-005_AI_CONTENT_GENERATION.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
AIE-006,Recommendation Engine,AIE,11_AI_ENGINE/AIE-006_RECOMMENDATION_ENGINE.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
AIE-007,AI Governance,AIE,11_AI_ENGINE/AIE-007_AI_GOVERNANCE.md,pending,MAP_TO_EXISTING,docs/AI_COLLABORATION.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
AIE-008,AI Evaluation,AIE,11_AI_ENGINE/AIE-008_AI_EVALUATION.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
UX-001,UX Architecture,UX,12_UX_UI_ARCHITECTURE/UX-001_UX_ARCHITECTURE.md,pending,MAP_TO_EXISTING,docs/12_UX_PRINCIPLES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
UX-002,Information Architecture,UX,12_UX_UI_ARCHITECTURE/UX-002_INFORMATION_ARCHITECTURE.md,pending,MAP_TO_EXISTING,docs/24_INFORMATION_ARCHITECTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
UX-003,Design System,UX,12_UX_UI_ARCHITECTURE/UX-003_DESIGN_SYSTEM.md,pending,MAP_TO_EXISTING,repository/design/DESIGN_MANIFEST.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
UX-004,Mobile First Rules,UX,12_UX_UI_ARCHITECTURE/UX-004_MOBILE_FIRST_RULES.md,pending,MAP_TO_EXISTING,docs/12_UX_PRINCIPLES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
UX-005,Product Page UX,UX,12_UX_UI_ARCHITECTURE/UX-005_PRODUCT_PAGE_UX.md,pending,MAP_TO_EXISTING,docs/12_UX_PRINCIPLES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
UX-006,Configurator UX,UX,12_UX_UI_ARCHITECTURE/UX-006_CONFIGURATOR_UX.md,pending,MAP_TO_EXISTING,docs/12_UX_PRINCIPLES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
UX-007,Inquiry UX,UX,12_UX_UI_ARCHITECTURE/UX-007_INQUIRY_UX.md,pending,MAP_TO_EXISTING,docs/12_UX_PRINCIPLES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
UX-008,Accessibility Standard,UX,12_UX_UI_ARCHITECTURE/UX-008_ACCESSIBILITY_STANDARD.md,pending,MAP_TO_EXISTING,repository/design/ACCESSIBILITY_RULES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WPP-001,WordPress Platform Architecture,WPP,13_WORDPRESS_PLATFORM/WPP-001_WORDPRESS_PLATFORM_ARCHITECTURE.md,pending,MAP_TO_EXISTING,docs/06_WORDPRESS_ARCHITECTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WPP-002,WordPress Content Model,WPP,13_WORDPRESS_PLATFORM/WPP-002_WORDPRESS_CONTENT_MODEL.md,pending,MAP_TO_EXISTING,docs/32_CONTENT_TYPES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WPP-003,WooCommerce Mapping,WPP,13_WORDPRESS_PLATFORM/WPP-003_WOOCOMMERCE_MAPPING.md,pending,MAP_TO_EXISTING,docs/20_WOOCOMMERCE_PRODUCT_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WPP-004,Custom Plugin Architecture,WPP,13_WORDPRESS_PLATFORM/WPP-004_CUSTOM_PLUGIN_ARCHITECTURE.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
WPP-005,Theme Architecture,WPP,13_WORDPRESS_PLATFORM/WPP-005_THEME_ARCHITECTURE.md,pending,MAP_TO_EXISTING,docs/35_WORDPRESS_BLUEPRINT.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WPP-006,Admin Experience,WPP,13_WORDPRESS_PLATFORM/WPP-006_ADMIN_EXPERIENCE.md,pending,MAP_TO_EXISTING,docs/35_WORDPRESS_BLUEPRINT.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WPP-007,Integration Architecture,WPP,13_WORDPRESS_PLATFORM/WPP-007_INTEGRATION_ARCHITECTURE.md,pending,MAP_TO_EXISTING,docs/35_WORDPRESS_BLUEPRINT.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WPP-008,Deployment Model,WPP,13_WORDPRESS_PLATFORM/WPP-008_DEPLOYMENT_MODEL.md,pending,MAP_TO_EXISTING,docs/09_DEPLOYMENT.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WPP-009,WP CLI and Automation,WPP,13_WORDPRESS_PLATFORM/WPP-009_WP_CLI_AND_AUTOMATION.md,pending,MAP_TO_EXISTING,docs/08_DEVELOPMENT_WORKFLOW.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEC-001,Security Architecture,SEC,14_SECURITY_OPERATIONS/SEC-001_SECURITY_ARCHITECTURE.md,pending,MAP_TO_EXISTING,docs/10_SECURITY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEC-002,Access Control Model,SEC,14_SECURITY_OPERATIONS/SEC-002_ACCESS_CONTROL_MODEL.md,pending,MAP_TO_EXISTING,docs/43_USER_ROLES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEC-003,Credential Management,SEC,14_SECURITY_OPERATIONS/SEC-003_CREDENTIAL_MANAGEMENT.md,pending,MAP_TO_EXISTING,docs/10_SECURITY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEC-004,Backup and Recovery,SEC,14_SECURITY_OPERATIONS/SEC-004_BACKUP_AND_RECOVERY.md,pending,MAP_TO_EXISTING,repository/config/ROLLBACK_PLAN.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEC-005,Incident Response,SEC,14_SECURITY_OPERATIONS/SEC-005_INCIDENT_RESPONSE.md,pending,MAP_TO_EXISTING,docs/10_SECURITY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEC-006,Performance Architecture,SEC,14_SECURITY_OPERATIONS/SEC-006_PERFORMANCE_ARCHITECTURE.md,pending,MAP_TO_EXISTING,repository/design/PERFORMANCE_RULES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEC-007,Observability,SEC,14_SECURITY_OPERATIONS/SEC-007_OBSERVABILITY.md,pending,MAP_TO_EXISTING,docs/10_SECURITY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEC-008,Operational Runbooks,SEC,14_SECURITY_OPERATIONS/SEC-008_OPERATIONAL_RUNBOOKS.md,pending,MAP_TO_EXISTING,docs/operations/README.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
DAT-001,Data Architecture,DAT,15_DATA_ANALYTICS/DAT-001_DATA_ARCHITECTURE.md,pending,MERGE,docs/02_ARCHITECTURE.md,FOUNDER_REVIEW_REQUIRED,Merge only unique reviewed content into the named owner; do not generate a parallel canonical document.
DAT-002,Analytics Model,DAT,15_DATA_ANALYTICS/DAT-002_ANALYTICS_MODEL.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
DAT-003,KPI Framework,DAT,15_DATA_ANALYTICS/DAT-003_KPI_FRAMEWORK.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
DAT-004,Data Quality Rules,DAT,15_DATA_ANALYTICS/DAT-004_DATA_QUALITY_RULES.md,pending,MAP_TO_EXISTING,repository/data/validation/PRODUCT_DATA_VALIDATION_RULES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
DAT-005,Reporting Architecture,DAT,15_DATA_ANALYTICS/DAT-005_REPORTING_ARCHITECTURE.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
DAT-006,Privacy and Retention,DAT,15_DATA_ANALYTICS/DAT-006_PRIVACY_AND_RETENTION.md,pending,MAP_TO_EXISTING,docs/10_SECURITY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WFL-001,Workflow Framework,WFL,16_WORKFLOWS/WFL-001_WORKFLOW_FRAMEWORK.md,pending,MAP_TO_EXISTING,docs/42_INQUIRY_WORKFLOW.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WFL-002,Product Onboarding Workflow,WFL,16_WORKFLOWS/WFL-002_PRODUCT_ONBOARDING_WORKFLOW.md,pending,MAP_TO_EXISTING,repository/engine/product/ENGINE_WORKFLOW.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WFL-003,Content Production Workflow,WFL,16_WORKFLOWS/WFL-003_CONTENT_PRODUCTION_WORKFLOW.md,pending,MAP_TO_EXISTING,docs/29_CONTENT_ARCHITECTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WFL-004,Inquiry Handling Workflow,WFL,16_WORKFLOWS/WFL-004_INQUIRY_HANDLING_WORKFLOW.md,pending,MAP_TO_EXISTING,docs/42_INQUIRY_WORKFLOW.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
WFL-005,Representative Lifecycle Workflow,WFL,16_WORKFLOWS/WFL-005_REPRESENTATIVE_LIFECYCLE_WORKFLOW.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
WFL-006,Installer Job Workflow,WFL,16_WORKFLOWS/WFL-006_INSTALLER_JOB_WORKFLOW.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
WFL-007,Pricing Update Workflow,WFL,16_WORKFLOWS/WFL-007_PRICING_UPDATE_WORKFLOW.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
WFL-008,Deployment Workflow,WFL,16_WORKFLOWS/WFL-008_DEPLOYMENT_WORKFLOW.md,pending,MAP_TO_EXISTING,docs/09_DEPLOYMENT.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
ENT-001,Entity Catalog Framework,ENT,17_ENTITY_CATALOG/ENT-001_ENTITY_CATALOG_FRAMEWORK.md,pending,MAP_TO_EXISTING,docs/30_ENTITY_RELATIONSHIP_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
ENT-002,Product Entities,ENT,17_ENTITY_CATALOG/ENT-002_PRODUCT_ENTITIES.md,pending,MAP_TO_EXISTING,docs/19_PRODUCT_DATA_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
ENT-003,Customer and CRM Entities,ENT,17_ENTITY_CATALOG/ENT-003_CUSTOMER_AND_CRM_ENTITIES.md,pending,MAP_TO_EXISTING,docs/23_INQUIRY_DATA_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
ENT-004,Partner Entities,ENT,17_ENTITY_CATALOG/ENT-004_PARTNER_ENTITIES.md,pending,MERGE,docs/30_ENTITY_RELATIONSHIP_MODEL.md,FOUNDER_REVIEW_REQUIRED,Merge only unique reviewed content into the named owner; do not generate a parallel canonical document.
ENT-005,Content and Knowledge Entities,ENT,17_ENTITY_CATALOG/ENT-005_CONTENT_AND_KNOWLEDGE_ENTITIES.md,pending,MERGE,docs/30_ENTITY_RELATIONSHIP_MODEL.md,FOUNDER_REVIEW_REQUIRED,Merge only unique reviewed content into the named owner; do not generate a parallel canonical document.
ENT-006,Pricing Entities,ENT,17_ENTITY_CATALOG/ENT-006_PRICING_ENTITIES.md,pending,MERGE,docs/30_ENTITY_RELATIONSHIP_MODEL.md,FOUNDER_REVIEW_REQUIRED,Merge only unique reviewed content into the named owner; do not generate a parallel canonical document.
ENT-007,Platform Entities,ENT,17_ENTITY_CATALOG/ENT-007_PLATFORM_ENTITIES.md,pending,MAP_TO_EXISTING,repository/platform/PLATFORM_ARCHITECTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
DCT-001,Data Dictionary Framework,DCT,18_DATA_DICTIONARY/DCT-001_DATA_DICTIONARY_FRAMEWORK.md,pending,MAP_TO_EXISTING,repository/data/attributes/ATTRIBUTE_DICTIONARY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
DCT-002,Product Field Dictionary,DCT,18_DATA_DICTIONARY/DCT-002_PRODUCT_FIELD_DICTIONARY.md,pending,MAP_TO_EXISTING,repository/data/attributes/ATTRIBUTE_DICTIONARY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
DCT-003,CRM Field Dictionary,DCT,18_DATA_DICTIONARY/DCT-003_CRM_FIELD_DICTIONARY.md,pending,MERGE,docs/23_INQUIRY_DATA_MODEL.md,FOUNDER_REVIEW_REQUIRED,Merge only unique reviewed content into the named owner; do not generate a parallel canonical document.
DCT-004,Pricing Field Dictionary,DCT,18_DATA_DICTIONARY/DCT-004_PRICING_FIELD_DICTIONARY.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
DCT-005,Content Field Dictionary,DCT,18_DATA_DICTIONARY/DCT-005_CONTENT_FIELD_DICTIONARY.md,pending,MERGE,docs/41_CUSTOM_FIELDS_MODEL.md,FOUNDER_REVIEW_REQUIRED,Merge only unique reviewed content into the named owner; do not generate a parallel canonical document.
DCT-006,Platform Field Dictionary,DCT,18_DATA_DICTIONARY/DCT-006_PLATFORM_FIELD_DICTIONARY.md,pending,MERGE,docs/REPOSITORY_METADATA.md,FOUNDER_REVIEW_REQUIRED,Merge only unique reviewed content into the named owner; do not generate a parallel canonical document.
ADR-001,ADR Framework,ADR,19_DECISION_RECORDS/ADR-001_ADR_FRAMEWORK.md,pending,MAP_TO_EXISTING,docs/adr/0000-template.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
ADR-002,Repository First Architecture,ADR,19_DECISION_RECORDS/ADR-002_REPOSITORY_FIRST_ARCHITECTURE.md,pending,MAP_TO_EXISTING,docs/SOURCE_OF_TRUTH_PRIORITY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
ADR-003,Inquiry First Commerce,ADR,19_DECISION_RECORDS/ADR-003_INQUIRY_FIRST_COMMERCE.md,pending,MAP_TO_EXISTING,docs/adr/0001-inquiry-first-commerce.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
ADR-004,Product Data First,ADR,19_DECISION_RECORDS/ADR-004_PRODUCT_DATA_FIRST.md,pending,MAP_TO_EXISTING,docs/00_PROJECT_BIBLE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
ADR-005,Taxonomy First,ADR,19_DECISION_RECORDS/ADR-005_TAXONOMY_FIRST.md,pending,MAP_TO_EXISTING,docs/00_PROJECT_BIBLE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
ADR-006,No Public Pricing Initially,ADR,19_DECISION_RECORDS/ADR-006_NO_PUBLIC_PRICING_INITIALLY.md,pending,MAP_TO_EXISTING,docs/adr/0001-inquiry-first-commerce.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
ADR-007,WordPress as Delivery Platform,ADR,19_DECISION_RECORDS/ADR-007_WORDPRESS_AS_DELIVERY_PLATFORM.md,pending,MAP_TO_EXISTING,docs/06_WORDPRESS_ARCHITECTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
ADR-008,GitHub as Source of Truth,ADR,19_DECISION_RECORDS/ADR-008_GITHUB_AS_SOURCE_OF_TRUTH.md,pending,MAP_TO_EXISTING,docs/GIT_GOVERNANCE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
RDM-001,Roadmap Framework,RDM,20_ROADMAP/RDM-001_ROADMAP_FRAMEWORK.md,pending,MAP_TO_EXISTING,docs/PROJECT_EXECUTION_ROADMAP.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
RDM-002,Phase 0 Foundation,RDM,20_ROADMAP/RDM-002_PHASE_0_FOUNDATION.md,pending,MAP_TO_EXISTING,docs/PROJECT_EXECUTION_ROADMAP.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
RDM-003,Phase 1 Catalog and Inquiry,RDM,20_ROADMAP/RDM-003_PHASE_1_CATALOG_AND_INQUIRY.md,pending,MAP_TO_EXISTING,docs/PROJECT_EXECUTION_ROADMAP.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
RDM-004,Phase 2 Pricing and Configurator,RDM,20_ROADMAP/RDM-004_PHASE_2_PRICING_AND_CONFIGURATOR.md,pending,MAP_TO_EXISTING,docs/PROJECT_EXECUTION_ROADMAP.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
RDM-005,Phase 3 CRM and Partner Network,RDM,20_ROADMAP/RDM-005_PHASE_3_CRM_AND_PARTNER_NETWORK.md,pending,MAP_TO_EXISTING,docs/PROJECT_EXECUTION_ROADMAP.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
RDM-006,Phase 4 AI and Analytics,RDM,20_ROADMAP/RDM-006_PHASE_4_AI_AND_ANALYTICS.md,pending,MAP_TO_EXISTING,docs/PROJECT_EXECUTION_ROADMAP.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
